110922
-0.987189	0.154796	0.0386781
-0.987194	0.154783	0.0386111
-0.987223	0.154619	0.0385315
-0.987255	0.154448	0.0383801
-0.987311	0.154131	0.0382126
-0.987371	0.153808	0.0379752
-0.987453	0.153345	0.0377219
-0.987538	0.152873	0.0374019
-0.987644	0.152267	0.0370668
-0.987753	0.151652	0.0366694
-0.987881	0.150918	0.0362727
-0.988007	0.150193	0.03585
-0.988149	0.149351	0.0354252
-0.988291	0.148515	0.0349796
-0.988449	0.147567	0.034533
-0.988606	0.146619	0.0340712
-0.988778	0.145562	0.0336099
-0.98895	0.144496	0.0331395
-0.989127	0.143385	0.0326765
-0.989287	0.142386	0.0322219
-0.989453	0.141327	0.0317749
-0.989603	0.14037	0.0313419
-0.98976	0.139354	0.0309182
-0.989902	0.13843	0.0305143
-0.990051	0.137447	0.0301218
-0.990186	0.13655	0.0297555
-0.990327	0.135604	0.0293885
-0.990454	0.134756	0.0290241
-0.990586	0.133858	0.0286647
-0.990705	0.133049	0.0283142
-0.990829	0.132191	0.0279709
-0.990942	0.131416	0.0276422
-0.99106	0.130591	0.0273228
-0.991167	0.12984	0.027024
-0.991278	0.12905	0.0267247
-0.991377	0.128348	0.0264264
-0.991481	0.127604	0.0261327
-0.991573	0.126941	0.0258457
-0.991671	0.126237	0.0255652
-0.991758	0.125607	0.0252964
-0.991849	0.124934	0.025036
-0.991931	0.12433	0.0247926
-0.992017	0.123691	0.0245494
-0.992092	0.123133	0.0243074
-0.992172	0.122538	0.0240698
-0.992242	0.122017	0.0238381
-0.992315	0.12146	0.0236123
-0.99238	0.120972	0.0233966
-0.992449	0.120446	0.0231885
-0.992509	0.119984	0.0229945
-0.992573	0.119492	0.0228015
-0.992628	0.119072	0.0226099
-0.992686	0.118621	0.0224227
-0.992736	0.118238	0.0222405
-0.99279	0.117823	0.0220639
-0.992835	0.117472	0.0218955
-0.992884	0.117088	0.0217338
-0.992925	0.116764	0.0215836
-0.99297	0.116413	0.0214349
-0.993006	0.11613	0.0212876
-0.993046	0.115817	0.0211445
-0.993077	0.115568	0.0210054
-0.993113	0.11529	0.0208713
-0.99314	0.115073	0.0207438
-0.993171	0.114827	0.0206221
-0.993195	0.11464	0.0205093
-0.993222	0.114426	0.0203984
-0.993242	0.114276	0.0202889
-0.993265	0.114098	0.0201831
-0.99328	0.113981	0.0200807
-0.993298	0.113837	0.0199827
-0.99331	0.113753	0.0198898
-0.993324	0.113641	0.0198019
-0.993332	0.113589	0.0197208
-0.993343	0.11351	0.019642
-0.993346	0.113492	0.0195644
-0.993353	0.113446	0.0194904
-0.993353	0.113461	0.0194192
-0.993355	0.113449	0.0193519
-0.993351	0.113498	0.0192885
-0.99335	0.11352	0.0192295
-0.993341	0.113603	0.0191756
-0.993336	0.113659	0.019124
-0.993324	0.113773	0.0190741
-0.993314	0.113861	0.0190272
-0.993298	0.114008	0.0189829
-0.993285	0.11413	0.0189419
-0.993265	0.114313	0.0189042
-0.993247	0.114471	0.01887
-0.993223	0.114691	0.0188398
-0.993201	0.114884	0.0188119
-0.993172	0.115133	0.0187863
-0.993147	0.115357	0.0187633
-0.993114	0.11564	0.0187431
-0.993085	0.115899	0.0187256
-0.993047	0.116219	0.0187113
-0.993013	0.116515	0.0186998
-0.992971	0.116876	0.0186919
-0.992932	0.117208	0.0186864
-0.992886	0.117596	0.0186842
-0.992843	0.117958	0.0186846
-0.992793	0.118379	0.0186885
-0.992745	0.118775	0.0186948
-0.99269	0.119234	0.0187049
-0.992637	0.11967	0.0187172
-0.992576	0.120172	0.0187334
-0.992519	0.120645	0.0187523
-0.992454	0.121171	0.0187767
-0.992392	0.121671	0.0188033
-0.992323	0.122229	0.0188354
-0.992257	0.122762	0.0188694
-0.992182	0.123359	0.0189086
-0.99211	0.123932	0.0189494
-0.992028	0.124575	0.0189951
-0.991951	0.125186	0.0190439
-0.991866	0.125848	0.0191012
-0.991784	0.126483	0.0191608
-0.991694	0.127177	0.0192282
